time,tweets
2019-04-30 14:19:14,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:19:10,"RT @Reuters: In the small fishing town of Thyboron, Denmark, fishermen worry the British waters they have become dependent on will be out o…"
2019-04-30 14:19:07,RT @SimonFraser00: In March #Brexit ground to a halt. It’s a bad idea that just doesn’t work. We need to move on now to tackle the real pro…
2019-04-30 14:19:05,"RT @WalesForEurope: Where do the parties currently stand on giving the people the #FinalSay on #Brexit?

Click/tap below here to see:

#Not…"
2019-04-30 14:19:03,@johnmcdonnellMP @johnelalamo Maybe Mr McDonnell it is because we all KNOW that we shouldn't support FRAUD - you kn… https://t.co/f138BDOgdu
2019-04-30 14:18:59,"RT @MarkMcSherryNY: .
Guinness Partnership to build 928 homes in Leeds -

https://t.co/C2Hd5buSMH

@GuinnessHomes @YourGuinness @GuinnessCa…"
2019-04-30 14:18:56,"RT @brexit_politics: Do you believe we have more facts?

I've been debating with Remainers for 18+ months about #Brexit &amp; most are poorly e…"
2019-04-30 14:18:54,Found this interesting . Apparently 55% of the French voted for Frexit some years ago. Their government ignored the… https://t.co/IcyDddkmDi
2019-04-30 14:18:44,Anti-Brexit protesters out in force as the Sky’s ⁦@joncraig⁩ goes live on air outside the fractious Labour NEC meet… https://t.co/BsZTnjaOjn
2019-04-30 14:18:40,"RT @labourleave: The time is ripe for a new partnership between the UK, Canada, Australia and New Zealand https://t.co/Qc7e9evE0p #brexit"
2019-04-30 14:18:36,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:18:30,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 14:18:27,"@A50Challenge @nw_nicholas This is exactly what Brexit is all about - the EU refused to sign TTIP, so the Tories de… https://t.co/IB2DsU7Hjt"
2019-04-30 14:18:22,RT @SimonFraser00: In March #Brexit ground to a halt. It’s a bad idea that just doesn’t work. We need to move on now to tackle the real pro…
2019-04-30 14:18:22,"RT @AgencEurope: Only 5% of Europeans know the date of the #EuropeanElections, according to @EurobarometerEU. Our caricaturist's take! 

#P…"
2019-04-30 14:18:22,"RT @AntonyCarville: - 4.2m children in poverty
- 13k homeless veterans
- 6.6k MH nurses cut
- 350k children in destitution
- 120k austerity…"
2019-04-30 14:18:17,RT @PrestigeHR: Check out the latest podcast from @waynedenner of @ZeroLivesLeft where he speaks to our very own Emma Marmion (Director of…
2019-04-30 14:18:15,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:18:11,@christopherhope Voter apathy IMO is generally the result of a lack of substantive choice and ironically economic a… https://t.co/6YYI3Rs4ky
2019-04-30 14:18:09,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:18:09,"@RosanneJedly Hallo please find the unroll here: Thread by @pmdfoster: ""@MikeAnson @BorderIrish @NickyMorgan01… https://t.co/sU2unkEP8f"
2019-04-30 14:18:07,"RT @JenFullick: Sorry to all new followers but to avoid any ambiguity, if you tweet anti Muslim or any other racist rants, then I will unfo…"
2019-04-30 14:17:57,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 14:17:50,"RT @liz727: @Macetrain This is all going to erupt like a volcano soon. Never mind The Traitor May, she's small fry. But when the British Pe…"
2019-04-30 14:17:50,"RT @nickreeves9876: Come on Remainers, let's have a 48 hour storm of social media campaigning to get the Remain vote out at the local elect…"
2019-04-30 14:17:49,RT @Feorlean: An inconsistency in Ruth Davidson’s message - she wants dialogue &amp; compromise on #Brexit because she says it is divisive but…
2019-04-30 14:17:47,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 14:17:41,"Do you believe we have more facts?

I've been debating with Remainers for 18+ months about #Brexit &amp; most are poorl… https://t.co/UCEhUWxF16"
2019-04-30 14:17:38,Tinge now actively splitting the Remain Vote - what chumps! #Brexit https://t.co/iBr4cjf5LC
2019-04-30 14:17:31,"RT @MatthewGreen02: Labour MP Kate Hoey to @talkRADIO today: “we know he [Jeremy Corbyn] really wants to get us out"" 
This is why if you vo…"
2019-04-30 14:17:30,RT @nickreeves9876: Fellow Remainers. We should be unleashing a campaign storm on social media to encourage Remainers to vote in the local…
2019-04-30 14:17:30,"RT @JimiWalsh: @DVATW EUROPEAN ELECTIONS

Conservatives: Remain
Change UK: Remain
Green Party: Remain
Labour: Remain
LibDems: Remain
SNP: R…"
2019-04-30 14:17:30,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 14:17:28,"Nothing to see here. Nothing to do with #Brexit.

It's Diesel, obvs.

Move along please.

UK companies going into a… https://t.co/foniyiNMME"
2019-04-30 14:17:27,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:17:26,"RT @Fionafof: If the #Labour NEC decision isn't for a #PeoplesVote on any #Brexit deal, we can only conclude that the ideology of the few i…"
2019-04-30 14:17:23,"RT @jamesak47: If @jeremycorbyn fails to commit @UKLabour to confirmatory Brexit referendum I, a life long Lab supporter, will vote against…"
2019-04-30 14:17:22,@Eggstones I’m waiting for Lynda to write the annual Christmas play about Will O’Thepeople. #thearchers #brexit
2019-04-30 14:17:19,RT @standtallnroar: The Secret History Of Americas Defeat In Syria: https://t.co/vTTLXDqvfw #Trump #USA #Russia #UK #BBC #DeepState #InfoWa…
2019-04-30 14:17:16,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:17:11,"RT @paul_d_gould: Misleading headline (or pro-#Brexit bias) in @dailytelegraph:—
'Less than half of Britons back staying in EU'
— but goes…"
2019-04-30 14:17:10,RT @KatySearle: Congratulations to ⁦@bbclaurak⁩ &amp; ⁦@BBCkatyaadler⁩ Broadcast journalist of the Year London Press Club #brexit https://t.co/…
2019-04-30 14:17:10,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:17:10,We are delighted to welcome Dr Faiza Shaheen to our BSc Social Sciences Annual Lecture 2019 discussing 'What now fo… https://t.co/brHpADfoX8
2019-04-30 14:17:07,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:17:00,"Same #Labour picture in North East where all 3 MEP candidates are #Remain looking for votes in a #Leave area 
At le… https://t.co/CQ85MEstrI"
2019-04-30 14:16:59,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 14:16:57,RT @ChrisOsmondCFA: More amazing #financial district in person than I'd ever imagined @cityoflondon #TheGherkin #London #Brexit https://t.c…
2019-04-30 14:16:57,RT @LondonEconomic: Brexit has triggered a domino 'defect' according to the latest EU polls https://t.co/PXIbz8kJUl #Brexit
2019-04-30 14:16:56,"I’ve been in Australia for the last 8/9 days. The word #Brexit hasn’t featured at all, in any conversation with any… https://t.co/DIbFKALsAn"
2019-04-30 14:16:54,"RT @christer__e: Oh, I thought UK was my home country ?! After all I have lived here for the last 20 years. EU citizens - European parliame…"
2019-04-30 14:16:48,"Remoaners are really getting on my chuffing nerves, bored with there one and only argument, it will cost us money,… https://t.co/IGSAA5j0Ly"
2019-04-30 14:16:47,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:16:47,RT @sophiacooke: Very happy to have had the chance to add my name to the list of 602 European scientists encouraging the EU to make their t…
2019-04-30 14:16:47,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 14:16:45,"RT @ArgyleLoz: I know we can't forget #Brexit, but on Thursday it's the local elections, I want to see as many people as possible voting, i…"
2019-04-30 14:16:45,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 14:16:42,The @brexitparty_uk is a fledgling grandstanding farce splintered design to fail! If UK wants #Brexit it will have to lobby the @CIA!
2019-04-30 14:16:39,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:16:35,RT @iainjwatson: Ahead of the ⁦@UKLabour⁩ NEC dep leader ⁦@tom_watson⁩ tells me he has been 'inundated' with emails from members saying the…
2019-04-30 14:16:35,Send a #Brexit message this Thursday. No business as usual after #FakeBrexit. Don't vote for any of them in the… https://t.co/0aqO5iLvDS
2019-04-30 14:16:32,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:16:31,RT @Bradley_MJB111: If you know anybody who lives in #Peterborough make sure they sign the petition to sack #Onasanya the criminal Labour M…
2019-04-30 14:16:27,"@meljomur They moved the goal posts 1st time round in the 70’s.

But 52% was enough for #Brexit. 🤷‍♂️"
2019-04-30 14:16:24,"Totally different situation.
No social media in the 1930s.
No internet. International travel very limited. Internat… https://t.co/SLCfM52lUr"
2019-04-30 14:16:22,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:16:16,"RT @EUflagmafia: The EU flag mafia logo is on there. Proud to stand with @snb19692 fighting #brexit

brexit will fail, of that there is no…"
2019-04-30 14:16:08,"RT @CrosbieLiz: @Hepworthclare Clare any Brexit is going to have a devasting effect on the UK public finances for several decades, that is…"
2019-04-30 14:16:07,RT @MarcusJBall: I don’t think it’s okay for people like @jameschappers to receive so many death threats after speaking on @JeremyVineOn5 t…
2019-04-30 14:16:05,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:16:00,Screenshot of just-released FocusEconomics Euro Area consensus forecast outlook May 2019.  #eurozone #germany #eu… https://t.co/gljXuUvB8m
2019-04-30 14:15:57,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 14:15:55,"@escapeduk @iananthonyjames @SarahScb @TiceRichard Andy, do you think that #Brexit can be achieved with one plan?… https://t.co/DQRz2zFEWZ"
2019-04-30 14:15:54,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:15:48,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:15:35,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:15:34,"RT @jamesak47: If @jeremycorbyn fails to commit @UKLabour to confirmatory Brexit referendum I, a life long Lab supporter, will vote against…"
2019-04-30 14:15:33,"RT @jamesak47: If @jeremycorbyn fails to commit @UKLabour to confirmatory Brexit referendum I, a life long Lab supporter, will vote against…"
2019-04-30 14:15:25,"RT @petertimmins3: The #Labour leadership and therefore labour are pro-brexit. A vote for a labour MEP is a vote supporting #Brexit, it is…"
2019-04-30 14:15:25,RT @Ashleigh_uk: #brexit  #AnneWiddecombe @GMB leave or remain - i feel like if Anne widdecombe had been in charge at the very beginning -…
2019-04-30 14:15:24,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:15:24,"RT @Shoutout_UK: ""If the EU is such an issue that it caused 3 years of chaos, then it needs to be taught in schools."" Fantastic interview t…"
2019-04-30 14:15:21,@zuzca79 thank god we are in Ireland. Poor British People living in a concentration camp style state were only the… https://t.co/PUhcoQ1j0z
2019-04-30 14:15:16,"RT @WalesForEurope: Where do the parties currently stand on giving the people the #FinalSay on #Brexit?

Click/tap below here to see:

#Not…"
2019-04-30 14:15:15,RT @OpenBritainBSE: Volunteered right now outside @WestSuffolk talking with students about #Brexit #PeoplesVote #EuropeanElections2019 with…
2019-04-30 14:15:15,"RT @pmdfoster: A new unicorn hunt begins for solutions for @BorderIrish #Brexit fixes.

Am curious, have/will @NickyMorgan01 and @GregHands…"
2019-04-30 14:15:14,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:15:05,@ElzMo3008 @wk0063 This is however all about how we all feel about #Brexit nonsense https://t.co/9BluZhiSG5
